sale_id,sale_date,product_id,product_name,category,quantity,unit_price,total_price,customer_id,customer_name,country
143f1c5f-17a4-47b4-a71e-873285ee0759,2024-02-16,20985005-7e9f-4324-b08a-9625975304e6,By,Electronics,11,239.79,2637.69,2745cb80-bed5-41d4-bbde-bf19d049657c,Brittany Campbell,Cape Verde
c4b29520-f3dd-4e40-a640-204b29ce2cd0,2024-03-11,8d841840-eead-4b47-b723-92286dcb7bf5,Over,Electronics,11,405.13,4456.43,d05b916b-b25d-43fb-939d-a3909cbda56c,Raymond Dillon,Hong Kong
4041506e-0cc0-4d7d-833a-b1fd2a6eeb2f,2024-03-02,309ace9e-644a-42cb-9390-e55e7e04c02e,Business,Books,5,406.09,2030.45,f87647d4-a1e7-466a-898c-434ecd0f4d1c,Lauren Lee,Cote d'Ivoire
5e6a5719-5185-4a74-a4ef-c2e783559423,2024-06-24,5fad11ac-3a4e-46fd-8b17-21521ee8a8ab,Challenge,Electronics,1,68.44,68.44,e5dffb0d-5f68-4a41-936f-eec995a4c780,Thomas Allen,Myanmar
f650d6b3-8f31-4ecd-bf30-f12076d7f313,2023-12-03,4acf9cdc-c09d-461b-9b6a-9a44f4fe20ae,Time,Food,2,123.26,246.52,faf7dfcb-483d-4f36-9922-3bda99cd657f,Thomas Smith,Belgium
81409e36-da69-4ede-8f6a-cc45ea953aa0,2023-10-13,62f1b0e0-ccd6-4a81-9a7a-36d6f847d5ce,Walk,Clothing,15,419.73,6295.95,e67dcf07-3db5-4889-8b31-0769d09b8ce8,Patricia Brown,Bahamas
59ee07a1-cd86-494e-a543-e01b80fd338b,2024-02-12,825f35c3-9a48-4876-8658-cdc3268095a9,Artist,Books,18,40.76,733.68,60523d28-b42c-4c2f-9e7e-6a1999737ced,Alyssa Thompson,Antarctica (the territory South of 60 deg S)
9c0b6af8-269a-469a-aa9c-36ab4e35ce25,2024-10-01,d7b871ce-7655-435c-992e-8b668d7566d3,Stop,Furniture,19,404.07,7677.33,6836de1c-2a7a-4573-856d-813f082a371a,Kathryn Brooks,Canada
f16433d7-de09-4456-b819-22b10aef28c7,2023-11-14,569a6c31-15e1-423b-8a0c-00239f689d11,Accept,Electronics,4,215.38,861.52,015c9428-f111-4454-ba63-c561008d2458,Jeffrey Ward,Lithuania
580a8cae-a52b-4d19-b2ba-35b1985c4154,2024-09-06,2afdcf76-e79a-4ba1-b58a-4e4a2294d93d,Material,Food,5,371.56,1857.8,0b13626a-3b4d-495a-9860-179ed36c8c6b,Danielle Lawson,Gabon
3f5482a0-4f79-408e-908d-e2eb18088f2b,2023-12-17,904712fc-e2d4-47cc-b820-c9dbba901403,Interview,Food,18,155.13,2792.34,5af705bb-a682-4bcd-974b-e97acda92d98,Chelsea Gonzalez,Cocos (Keeling) Islands
7337c963-7aed-4f56-8864-298cb78124da,2024-05-22,91473bb1-359a-41ec-a100-567f8b7c8dca,Month,Furniture,17,91.47,1554.99,a4be375e-b727-45af-97c4-223ec82720bc,Lacey Lamb,France
2c66ad0d-d44f-40b0-9021-3c78e86c8305,2024-06-12,f9efb8b5-07ba-42fe-8611-1dba90dc11b7,Some,Clothing,6,222.4,1334.4,8ded51c3-fcb6-40a0-aaa9-cbf2e2a57479,Lauren Johnson,Ukraine
f732aa88-58f8-4b6c-85c1-689138a81b74,2024-01-05,afc455c1-261a-41d2-8417-fe9c54b91b59,Southern,Electronics,9,437.74,3939.66,8c1d50a0-dc61-437b-9b56-b055aa5389c1,Kristina Copeland,Iraq
1ab0ad46-05bc-4ff3-b29f-b25a724cd106,2023-12-24,ec48ae7c-9564-41fd-825d-91c70266ca1f,Growth,Clothing,12,345.94,4151.28,ad76a7bd-ef58-41a2-ad5e-16e4b328e5ee,Jesse Logan,Trinidad and Tobago
81816417-eedd-488c-ad7b-9ec5abfeb4e4,2023-11-04,8b5f95af-fdd4-4ae3-b9dd-6118f57478e0,Only,Electronics,14,326.97,4577.58,39931df7-68b8-4aa1-9a46-d3e91735795d,Joseph Sanchez,Martinique
be84052e-52b9-4ac1-bf96-b99982fd0097,2024-06-26,7708c026-c49c-4a21-b879-16fd58acc4b1,Should,Electronics,10,185.42,1854.2,48463bd3-897d-4125-9ca4-f814db61f283,Monica Swanson,Tajikistan
cca720d2-a3be-4c39-8807-845f0a70cc28,2024-07-12,969840a2-f0bf-4bef-a243-fa240ab95703,Wear,Clothing,3,412.57,1237.71,d2fa574d-c555-4cfc-bb06-f8a769dcc1ee,Kyle Decker,Oman
5174b14e-c728-4589-9281-f405912816f0,2023-12-05,d7f502b5-baba-4fff-951c-d584610f39f7,Candidate,Clothing,6,437.67,2626.02,77fe46c1-659d-46e8-a29a-2ef9d077db52,Briana Torres,Holy See (Vatican City State)
60e83c95-0e90-4e76-add6-f50c0ee04b7a,2024-05-25,2825d77f-9701-477a-817b-efe92b53f26c,Gas,Furniture,1,436.95,436.95,f1f88970-d146-4487-8e40-2d1354c7a869,Marissa Sullivan,Senegal
59fc1b89-b811-469e-9862-91f4b29de7c4,2024-09-19,c4480ab1-9f9d-49e8-a753-dcc1dd3b1ed0,Final,Clothing,12,116.22,1394.64,ebd2109e-5f8e-41ec-8557-347d32b8419f,Tony Ramirez,Anguilla
a183ca47-1f48-4b63-a584-a58039fc7c0f,2023-11-10,8ad81c8c-b454-44ba-9ebd-bd6cbb606729,Crime,Clothing,1,221.98,221.98,0ff0e305-6fa8-4aa3-a363-85593bf3317e,Randall Garcia,Malawi
621648bc-14d2-4a12-ab02-f8f190ed4d18,2024-03-15,6587e2c3-3136-4f59-98d4-e811a3cf9237,Country,Clothing,3,405.74,1217.22,43038605-44ab-498c-9a21-77074c0c9da1,Tony Cruz,Kenya
1d35503c-4ecf-4cbf-9153-25e0b2559896,2024-06-30,a0158a4b-de0e-4630-a80d-dae25694f943,Buy,Clothing,15,333.32,4999.8,66fe6984-b78f-42e0-a7bd-7d626ccfc41b,Stephanie Adams,El Salvador
55d77038-6b23-44fa-898d-058e1cacb8cb,2024-07-14,79ed263f-fb75-41d9-9414-0c35da764396,Along,Electronics,14,212.42,2973.88,a212637b-2fca-469b-857e-e2a44d794532,Joy Walker,Uruguay
96bf8601-93de-4ec2-b035-efa0dd14f5cb,2024-08-09,81a33406-c4c6-45f3-b5ff-d0e0ccf1c390,Base,Clothing,3,107.27,321.81,78cba2e1-8920-4899-a0ae-fbdfa2abe069,Kelsey Jones,Montserrat
ea63a112-cbf9-496b-a376-c6c08eb2f396,2024-03-12,b38dbef3-6d52-45f4-b000-7c142c4061eb,Capital,Food,14,309.26,4329.64,d4f93af3-f84b-4e91-911d-8612309516ee,Evan Jones,Qatar
110d583f-85b0-4d99-bee3-e01951936dc5,2023-10-16,f7bbd242-de95-4367-804d-f6c74e5c7d01,Positive,Furniture,1,31.94,31.94,712780f7-2a0a-4e4b-9e0b-30b38e40dcb1,Mr. David Gomez,Panama
18e6d94d-c744-429b-b574-37008ab194c0,2024-07-26,e9d54cb8-1484-49d5-9886-9a62cbf51072,Inside,Food,19,478.6,9093.4,e26199b2-0ec3-4d8f-8750-f4fbe3ac7f1b,Jose Johnson,Iceland
c90d39bf-f0d4-4e4d-aa7a-0675880ad186,2024-09-01,e5ee82cf-57bf-4c63-b263-7cfd2c898864,Establish,Furniture,10,186.55,1865.5,a772ac8f-7c09-4946-a8b0-9c3e7aec078a,Angela King,Martinique
2a134ffa-4930-4f96-896a-edd23407e8e7,2024-05-27,2c89d2f6-81f2-4fd3-bd3a-f1e65c9a1b9f,Simply,Food,6,21.55,129.3,f2469e02-a818-453a-aedd-3f573039ef94,Lauren Cruz,Liechtenstein
663ad643-c033-4410-814e-0a394de41393,2024-10-08,f86a2f7e-8a44-4ea1-a95e-0ef1b660e9e8,Professor,Furniture,14,383.18,5364.52,6aa18fcf-a199-4fd5-b89e-0ebcf88006a6,Dennis Wilson,Niue
e24f088f-7e67-4d30-8242-b34a33dc4b64,2024-01-01,7cd5726e-9b87-43d7-bacf-0402ff389b80,Choose,Food,6,57.35,344.1,bef8c49e-3ae0-4753-a156-3e8e06e13999,Brian Hendrix,Papua New Guinea
0b0d3b98-7f3b-4767-ac88-b318da7c0d10,2024-08-30,a987111e-1ae2-4405-92c9-f3ec006de762,Light,Food,20,242.38,4847.6,e592171c-d883-4989-be54-c6121d933130,Whitney White,Andorra
448c3e2e-72d5-454a-ae92-11824fa6f263,2023-12-08,8055f206-97e8-482f-8ccc-75b5987dc0b6,Wall,Furniture,19,499.87,9497.53,a9eb30ae-e2e2-41e4-9dd6-0976d42136db,Candace Sullivan,Tajikistan
c9b78284-67ec-4a36-886b-ed4ccb42a1f3,2024-01-30,1b9adf7a-a209-4a93-8d40-ae91b106e883,Figure,Furniture,3,267.74,803.22,6fc0769b-97ef-4bf7-af3a-7128d8bf90d4,Matthew Ramirez,Uruguay
2b2b04e8-feea-440b-864d-4f3993676346,2024-03-09,77e12097-6085-4ebf-a59d-df4828d13e31,Begin,Clothing,10,437.0,4370.0,dae55b08-922a-4f26-91d7-d16141a71dff,Robert Powers,El Salvador
4263155f-86fb-4c56-b9a5-215489198bbd,2024-03-16,a8d76983-af95-4497-9ed4-924c02a71fdc,Price,Electronics,14,92.76,1298.64,0a114cae-73f2-4213-81a2-a1bb2cbe1c14,Cathy Peters MD,Greece
1746463b-1778-4f39-bde2-f069b92ef7ec,2024-03-02,57502833-fd3b-476a-ac05-52c03100e823,Look,Food,10,65.79,657.9,744c02d3-c9f8-49f9-b6e3-cc73db368993,John Hill,Sierra Leone
46a27d45-df42-45a9-b7c3-d060ed781d48,2024-08-31,fd3b4fbd-7b9e-479a-9f02-72f9f21b0c21,Heart,Electronics,8,223.25,1786.0,61d30796-bb27-4605-a068-d96ceb7ffdd4,Richard Thomas,Tanzania
9b624f01-3fb3-4059-bb9b-de9bb5e224ec,2023-12-10,2a2e41c5-1351-45a6-8f42-0b2614e0d634,In,Electronics,18,34.65,623.7,01208a6b-7653-411c-a485-b541f7527fd0,Stephanie Gray,United Arab Emirates
68218288-b4d4-4d3c-bdb4-72e5fd345d21,2024-07-06,a9aad8d1-9a9b-457d-bf38-9ec6a13006ab,Single,Furniture,12,393.54,4722.48,1f30cb66-3e59-45b2-add0-53ae31abd1d7,Christopher Stevenson,Algeria
fb5b8af9-c1f2-4e15-9301-8cd00a13acf4,2024-07-23,eddf2b1c-72a4-4571-8920-83decc46f5c7,First,Furniture,15,294.45,4416.75,0d678a19-2894-4d67-89b7-cf802b058ad8,Katie Figueroa,French Southern Territories
29f0ed94-a676-4d4d-83fd-0e7262573a9c,2024-01-04,ca602549-02ac-4125-bb15-ad49ae889ef2,Forget,Clothing,16,39.13,626.08,c2ee3cf4-de8f-4729-9956-6ea0dcd194a3,Elizabeth Burke,South Africa
e5ef51a2-6305-4de5-89e1-46e65fca5028,2024-09-27,692cb081-14da-4ab0-9001-9389f670a425,Feel,Books,6,43.33,259.98,629b86e2-f520-4d85-b13c-2777ba9df683,Angelica Garcia,Seychelles
21d9e6b4-e22a-42cb-8d65-847d6b12b48c,2023-11-07,e3ae3f92-afdd-4af4-abda-5989029313cf,Ability,Food,13,72.01,936.13,6d699a46-3de0-4c57-a1f9-13e315df4cc7,Hannah Nelson,New Zealand
e5d0dc43-6850-4491-baaf-952e5b7907af,2024-04-04,b88294b5-20fd-4ebc-8f47-e0f3ee3a4faf,Within,Electronics,5,231.46,1157.3,d8cb3813-e082-4518-92da-91b7fc6dfb1e,Jacqueline White,Chad
9f4cf932-403b-425a-aa79-3d4d5e2da783,2024-04-20,014e3d30-df01-401c-b743-652dbbebd38b,Decision,Furniture,16,251.67,4026.72,cd894d3f-a5d7-4186-8111-1f11d9b3cdab,James Campbell,Thailand
6b39d46d-4dee-4957-86fe-3802dd822443,2024-09-13,91cd3053-46e6-4162-ab44-1239bcf38b88,Hold,Books,4,293.91,1175.64,77acc3a4-9bbc-4d51-a192-893b5378ae89,Emily Henry,Montserrat
3848db5c-2d05-4f86-91e7-8644dfda8a9a,2024-06-21,701beb68-d640-40e8-89f6-5cd315b075e3,Hour,Clothing,12,458.89,5506.68,a769a14e-2420-472f-a1f8-d91e0fe3c6d1,Benjamin Petersen,San Marino
8d1088b0-1a8e-465e-837d-27ae65e63bbf,2024-07-06,06ad7294-9bca-409d-9e01-073fd26c428b,Experience,Clothing,4,25.83,103.32,76e4a09c-1481-472b-9a68-fc03892f5b1b,James Carr,Chad
9fc73914-a15d-4508-a3d1-bfef9def37a8,2024-03-09,e2378c9d-44a2-4490-9035-2992ae7f8deb,Service,Food,1,381.61,381.61,1e3561c4-3ad7-4b54-b23f-03c2a95729d0,Erin Green,Guadeloupe
7bdf6a10-3ef0-409a-8867-4c7d464e131f,2024-03-28,1a53767f-439a-4527-8de0-d74d28b78dc5,Guess,Clothing,16,441.72,7067.52,d6c82799-8eba-4d0c-bb33-9cdfe94cf013,Kirk Griffin,Cook Islands
f4c7ee43-0c4e-4e98-b006-7bb8a763a614,2024-01-30,e0e84c65-8fc5-4dc0-8cdd-8eb5d926c516,Occur,Clothing,4,5.27,21.08,a985178e-3058-4e29-8a98-861ee85a7b78,Alison Floyd,Vietnam
d16c39d7-0743-4c85-9a0c-01a8e626be66,2024-03-01,2443c3d0-8d18-4368-8bbf-7fcc3911af19,Job,Clothing,18,490.03,8820.54,10802e6e-8d2d-4de1-8fc7-d2a4159f5e2c,Samuel Hayes,French Southern Territories
a1d78144-d3f9-4b12-a9c7-39db132ba8d5,2024-05-17,a37cb9b5-b909-4a69-8cb3-538a0e02168f,Executive,Books,12,441.05,5292.6,6b70f1fb-32dc-4d59-9206-f573894f6a50,Jonathan Myers,French Southern Territories
85dd9502-7407-485a-b9e8-ff52be6641af,2024-07-15,72dcbc4e-a48d-44b3-b8ee-ced3b9bd0da4,Be,Electronics,7,458.93,3212.51,c490dd16-20c1-45a9-b67e-06d14f487eec,Robert Hamilton,Bangladesh
b83495d8-eb4c-47cc-8238-149c1b5082f0,2023-12-22,6761571a-e680-446e-a7ca-72c381946893,Describe,Food,10,316.74,3167.4,ecfe3972-c5b3-426c-9f1c-0f259c8e2520,Cheryl Stout,Saint Vincent and the Grenadines
4f698e6f-f05e-4fca-b5ab-1bfdc3abcec5,2024-03-19,ed452aa7-da3f-4729-8553-492af55ed14b,Site,Books,18,65.83,1184.94,c9210297-61a9-4dce-85b8-3c30b012eb53,Shelby Wilson,Tonga
15fe5d94-a5b6-47fd-bbdb-e0df8f52f63a,2024-08-26,d5d34b4b-3865-4786-a4b7-71853ccb51b1,In,Books,7,87.47,612.29,3573c5e7-3587-456b-a993-de101cfc1824,Brooke Smith,Seychelles
41637ff4-02cb-455e-919c-494d5a1aa4f8,2024-04-17,35ede528-bd25-4b21-abc2-049434d367b5,National,Food,8,151.82,1214.56,fb37d9bb-4e14-424e-b1df-4d434052ea66,Crystal Buchanan,Israel
9c37fe91-5c0f-4623-876e-0fbb7ba28589,2024-01-03,79dd8f6e-d44e-4c81-a301-0fca3f3ff771,Measure,Food,9,152.99,1376.91,cae6292b-b0f5-420f-996b-60515734dac5,Jane Silva,Faroe Islands
b3a252f3-5af9-4279-94a5-288b1929ff15,2024-03-27,156e5fe1-5b91-4c02-9957-99234f13678e,Around,Electronics,3,131.05,393.15,53eef413-e93d-4d62-a9f9-405fab22134a,Amber Greer,Montserrat
6351f5bc-9f75-432a-b780-ff342068c171,2024-08-24,a39a62c5-6644-4389-88da-ba5f87423366,Data,Food,19,268.26,5096.94,04153e80-dd76-47c6-84a3-d228217ac00a,Kelly Ruiz,Fiji
f4547e79-ff3b-40a8-b6cf-07e860b651d4,2023-10-22,177fe21e-797c-40a7-8cee-fe0ca520c5fc,Total,Electronics,15,371.93,5578.95,ec027c76-482d-4168-ae45-0d78dea6a990,Scott Vargas,Mali
fb82b080-b064-444a-a777-abc544613a89,2024-07-10,17cb02ed-5cb1-42f4-a46c-936e056df6c7,Notice,Clothing,9,392.92,3536.28,ae378356-6b84-43b5-93a1-2f0467b32572,Daniel Cook,Sao Tome and Principe
ae830f7d-8ead-4b2f-b45c-47c874968ae5,2023-10-20,0144fc7f-e70f-4458-91a6-bcdeccc51fd1,Institution,Electronics,13,71.12,924.56,a17780ee-771a-47e4-9fea-2fe699e612d4,Matthew Beck,American Samoa
47593ccf-05a9-4351-9329-2e47bc97a6c1,2024-03-06,30312b6c-322d-4de5-a5a8-cacfc1b0c346,Voice,Clothing,8,424.56,3396.48,bf9a2529-c30e-4ba0-9963-eeaa480819ee,Mark Chase,Norfolk Island
dd32e684-86e7-466d-acbc-38ef3c9497f2,2024-06-19,8f51b0a5-2b4a-4b96-b154-d24d7af4da39,Bank,Food,19,430.6,8181.4,18307f02-8597-41cb-94a3-0eefc522f23e,Michelle Brown,Netherlands Antilles
2a03d37e-dde2-4057-a633-75a2b9bc4252,2024-09-10,82b4427d-6999-440b-9caa-840075dfbeb1,Only,Food,7,374.83,2623.81,901eb982-8a7f-4498-8af5-d8ddb7bf7430,Brianna Quinn,Chile
4849dfeb-069c-4b26-8181-4ac18b0208e9,2023-12-19,64977f1e-5748-4ac5-a623-beb7ba03f1a3,Study,Furniture,10,285.96,2859.6,77963b6d-7081-46a3-892d-ddf9c07bfa29,Michael Smith,Malaysia
bdb1a9e2-f083-48ac-823c-6e6523bbe1dd,2024-01-23,ffff752b-89f9-4276-b177-313a0700f561,Represent,Furniture,13,420.17,5462.21,3689eea6-ec33-463d-922c-90c76ab1fd48,Alan Carter,Norfolk Island
4385996f-870d-459a-bb88-550adb52e99d,2024-05-06,fdb83b85-082e-4c3b-acbc-7dbfd787f51e,One,Books,5,60.79,303.95,d446116d-fc1b-40c8-856b-3b81908f62cc,William Castaneda,Slovenia
e49b22d5-d6e3-4bbc-8c30-3018232e48d8,2024-02-03,12619a36-e244-4ece-9137-b3f9c964ace9,Let,Books,1,278.4,278.4,4398604b-f054-443d-bb62-581198e32867,Nicholas Day,Luxembourg
62813eb4-4e66-4763-a7ac-ae098c25b2c0,2024-04-22,37791691-e5b6-4950-8dc4-07285df51f4f,Evidence,Furniture,1,107.25,107.25,82250332-b97f-45a0-91ec-8c97cefbb177,Alison Pacheco,Czech Republic
d1fd1b86-031d-4fbb-98a4-eeb7ec34265a,2024-04-16,882c82f7-a5d8-4615-9bd7-50c785ae009a,Single,Furniture,5,476.68,2383.4,d053b2f4-c06e-41c9-8a73-6c3e38689e1f,Christopher Rodriguez,Eritrea
c1170dc7-a2cd-4a6b-ac6a-b60df1644aac,2023-11-18,f3dd6ce0-04fc-4363-9918-288fd646e3cf,Draw,Electronics,8,495.61,3964.88,867ecb5d-98b6-477e-80ca-f5ef192d5b67,Craig Fuentes,San Marino
03f3355b-fd02-4fd4-8b52-a847b7e12de6,2024-07-29,1cc301e6-8e6b-4fcf-92ea-f594cad94f0c,Them,Furniture,9,175.69,1581.21,b9d1ed2d-d32b-449a-ae3f-0b3bea7a03db,Pamela Hamilton,Guatemala
f9f995c5-56ff-4d71-b82b-fce64923c392,2024-09-29,81755758-3570-4272-a546-3faf423e77a0,Finally,Books,10,207.08,2070.8,eac61ae3-a140-4cbf-8e91-52bfb8588204,Gregory Booker,Burkina Faso
3f5c4008-4183-470a-a33f-3cf4a816f60e,2024-04-03,b683c46d-9ea2-46b5-a765-0bd1f720e6b8,Bad,Books,19,43.22,821.18,d12e542e-f3f0-4c43-bc35-8a8d52cf1447,Steven Jackson,Central African Republic
9975f136-2305-4235-a23c-8458547666cc,2024-09-27,45e5fb18-921d-48fc-b5aa-09d809aa8671,Audience,Electronics,20,83.37,1667.4,f10e96a8-f34e-414c-b2de-b4ce6614d91c,Brittany Ferguson,Swaziland
90815d19-78ab-44fb-82ba-688aa45a31a1,2024-07-07,d2b9d250-c17e-42d6-9683-14d6e206b21d,Soon,Food,18,94.6,1702.8,689a743f-abdc-4498-a5e9-04fd764e5686,Kimberly Ramos,Cote d'Ivoire
cc146122-2d60-40f6-9cc9-b51f81195cb1,2024-01-01,b29f17a6-4dac-4191-a841-dfe49288e1dc,Couple,Furniture,18,454.54,8181.72,c9e3eddf-97a9-452b-92ad-84f3bd384cba,Brittany White,Slovenia
1f14e178-1acf-4b64-b0b5-b407c13cfeac,2023-11-02,8029b39f-a370-4077-9b35-878bcddfe249,Fill,Food,7,70.67,494.69,7c7ccf37-7143-467a-8777-cdabcdb06e0c,Diane Edwards,Saint Vincent and the Grenadines
6bfc4a52-d03c-473f-9c23-2092240e4b19,2023-11-19,19b5e5ed-81c4-44b7-8976-764928640520,Parent,Clothing,3,284.78,854.34,a4437058-6394-4e74-990a-6604bcf996a4,Jason Bowen,Congo
